    0.174103862409152321E+00    0.168800396081422974E+02    0.395133777068513159E+00    0.571177301170145285E-01    0.111618253957769187E+01    0.106838254591646487E+01    0.167992713371071822E+02   -0.250541321978730366E+03
    0.150916468734446002E+00    0.106914834560725129E+02    0.811548358214012611E-01    0.663889178688229498E-01    0.133958823301507102E+01    0.460780655072585810E+00    0.316501217104205921E+02   -0.250154283588474300E+03
    0.143941062350797622E+00    0.127360792944123915E+02    0.379667127645534697E+01    0.670139419733059988E-01    0.118428590554486490E+01    0.236608377541164705E+01    0.324006312842959119E+02   -0.249781145137481388E+03
    0.144329445218167762E+00    0.108912633004927333E+02    0.563403991877945565E+01    0.599088476397360015E-01    0.128194760915322248E+01    0.267607153109529072E+01    0.351226053363203405E+02   -0.249506272641074474E+03
    0.140217986794509059E+00    0.135061749545449832E+02    0.228852686969139363E+01    0.660850571988913227E-01    0.135165635861660260E+01    0.189137325274575652E+01    0.426618169941688166E+02   -0.249393675913291446E+03
    0.171632983966386016E+00    0.169224905884936661E+02    0.239463164322519217E+01    0.621268974301776578E-01    0.133571919960683561E+01    0.202804934110159163E+01    0.165689142977630155E+02   -0.249242074876802519E+03
    0.139467326674905717E+00    0.137620704673830598E+02    0.136171127439919049E+00    0.665321117372163207E-01    0.137354889847151496E+01    0.692644843569462432E+00    0.219149582085583461E+02   -0.249149584197598784E+03
    0.167991063411616431E+00    0.173454939715716243E+02    0.181771684579368431E+00    0.628081117599373490E-01    0.126948983914093994E+01    0.801472173120074682E+00    0.138780150671433447E+02   -0.248992609413548621E+03
    0.147804769160609722E+00    0.112797571031649948E+02    0.194226699987717333E+01    0.616658446529046306E-01    0.140614262209019802E+01    0.196765218501108197E+01    0.319169957752245494E+02   -0.248965761731744522E+03
    0.136911418767156845E+00    0.117039994180244857E+02    0.124699348201723098E+00    0.591824213769134022E-01    0.131382013174800738E+01    0.598984789153310992E+00    0.378816292836865216E+02   -0.248934593260634699E+03
    0.149186028616869498E+00    0.136916046639907663E+02    0.344968484291130117E+01    0.681589041754655928E-01    0.138976083706701092E+01    0.238562906867545221E+01    0.118289996099595740E+02   -0.248792118613622819E+03
    0.156713059243932251E+00    0.166875804697024854E+02    0.199646527355174436E+00    0.679681259519861469E-01    0.126413695229768397E+01    0.868140527445518506E+00    0.275612016175937455E+02   -0.248729553206887601E+03
    0.146469511660952623E+00    0.118395255690642163E+02    0.965121277027771507E+00    0.563513414961905046E-01    0.114822895486341348E+01    0.147273739149523264E+01    0.217892131392840582E+02   -0.248663490875499804E+03
    0.143371005331202395E+00    0.146792612794306763E+02    0.188689180362593412E+00    0.700487907552707068E-01    0.135210313530459314E+01    0.882978434658582167E+00    0.448489468263811943E+02   -0.248542273353200187E+03
    0.155101870825959665E+00    0.164319871832136108E+02    0.591717988373896067E-01    0.695159089552817855E-01    0.144880000861049418E+01    0.393971196053626960E+00    0.219563226368604880E+02   -0.248441367441259729E+03
    0.142779049445583339E+00    0.107514336753083004E+02    0.534318940307322610E+01    0.616196917770639591E-01    0.127393326901216630E+01    0.264693905127470241E+01    0.254864274169442773E+02   -0.248358483694968015E+03
    0.151962760325072416E+00    0.127162357071898988E+02    0.165784226834913340E+01    0.649225333743082555E-01    0.148615855863418656E+01    0.207671673205514606E+01    0.476794624002917402E+02   -0.248305994223750645E+03
    0.142083569681695471E+00    0.112641851512570579E+02    0.613582091037101346E-01    0.691541835136210703E-01    0.144501040018514426E+01    0.364576617299820716E+00    0.209584516508516643E+02   -0.248305547463826173E+03
