    0.102488051912082608E-01    0.409414462598687265E+02    0.246809242775265082E-04    0.794441684155400285E-01    0.114250858195410077E+01    0.132441595623108155E+01    0.259176555741267869E+02   -0.250974583551862850E+03
    0.525845469600375662E-01    0.622426719991943926E+02    0.334373221297845415E-05    0.754456345324033273E-01    0.112329328872726664E+01    0.291648461383277580E+01    0.197584123695424196E+02   -0.249383935932259305E+03
    0.696350851469957396E-02    0.339470783839316539E+02    0.147807264222043689E-04    0.760645408187321376E-01    0.131320402557648896E+01    0.203562358136634503E+01    0.315224602691070714E+02   -0.249066533586838176E+03
    0.571258233188233211E-01    0.647955622883326896E+02    0.321428491528397489E-01    0.739576534853357004E-01    0.137771062404369937E+01    0.534429341898062571E+00    0.430204712365302271E+02   -0.248848046115285001E+03
    0.664167715270592152E-01    0.678294581781273109E+02    0.539892023207073773E-01    0.645192875395407539E-01    0.120640311507897091E+01    0.264520915124091038E+00    0.179157391539918436E+02   -0.248622796971306229E+03
    0.135290476788362101E-01    0.426903037599116288E+02    0.140249875158380654E-02    0.749096814965272972E-01    0.119709001053144370E+01    0.283989538625121174E+01    0.146315499996761336E+02   -0.248438104605343966E+03
    0.276528160167994613E-01    0.515686106087906069E+02    0.404544882851660792E+00    0.697637070185653380E-01    0.105556074375768127E+01    0.985479432467567196E+00    0.300557502675252231E+02   -0.248217776482957987E+03
    0.143766706616904223E-01    0.469351565018491428E+02    0.419093380594729845E-05    0.785793498399578183E-01    0.142645510468110914E+01    0.588849605686104782E+00    0.406195208693144068E+02   -0.248153386915796034E+03
    0.298441339963698253E-01    0.536453376514398599E+02    0.123505733900042562E-03    0.791299290446048909E-01    0.100886253832993367E+01    0.181954783471138715E+01    0.125739479097987310E+02   -0.247994397834337207E+03
    0.281746889315276951E-01    0.525217968565440572E+02    0.425777197204639811E-04    0.786488482855444426E-01    0.138899524128929119E+01    0.194713167740112891E+01    0.250272026793847076E+02   -0.247785910543233911E+03
    0.364362146027978617E-01    0.572461106321362436E+02    0.557204324985281904E-03    0.757780889962951093E-01    0.145055036961447081E+01    0.340943139536987960E+00    0.298318142384219769E+02   -0.247687109633540558E+03
    0.937879757656802197E-02    0.383826717724825812E+02    0.236979649459358691E-04    0.752049142521069858E-01    0.120850544114100078E+01    0.274225540755040509E+01    0.209418925581351729E+02   -0.247686103879252130E+03
    0.738170680863942715E-02    0.348580783427465732E+02    0.141947965331837694E-05    0.762851582046152887E-01    0.108387537319333505E+01    0.142682736882349537E+01    0.255998833251407021E+02   -0.247436698109333889E+03
    0.348144593820566839E-01    0.608717226037705501E+02    0.419231363538428132E-04    0.772451862728322503E-01    0.109642253330784878E+01    0.133253965556251819E+01    0.227848923039553242E+02   -0.247421951009173199E+03
    0.278777595347044597E-01    0.575954045930002110E+02    0.104528054167360985E-03    0.763640199697022404E-01    0.104598863825991573E+01    0.261661938015302553E+01    0.470895942843480171E+02   -0.247339112698360026E+03
    0.131483184866820584E-01    0.476396002013166182E+02    0.118110437226976740E-04    0.764051927438338663E-01    0.116200008735045168E+01    0.265282769327623713E+01    0.345390898977635743E+02   -0.247236755049099997E+03
    0.813810681022356444E-02    0.350776598653506255E+02    0.597705849367921371E-05    0.769722168637477361E-01    0.138746746293698542E+01    0.495989924347571942E+00    0.491025115027850632E+02   -0.247206554473311115E+03
    0.151719060769150722E-01    0.448532851573267308E+02    0.990937906312247541E+00    0.726079566591801562E-01    0.141918121176872636E+01    0.248576044326483725E+01    0.130924250876552115E+02   -0.247204092284363810E+03
    0.462989180394427283E-01    0.605460589146178449E+02    0.120586979096293855E-03    0.784364459152459143E-01    0.103554793501984621E+01    0.219927934089038635E+01    0.148496117789181667E+02   -0.247150668442142376E+03
    0.271166960055181962E-01    0.538713877147680478E+02    0.419057903162207626E-05    0.748885093825055609E-01    0.110978652181397641E+01    0.905898689051244377E+00    0.116056477012346839E+02   -0.247103713112517198E+03
    0.127151753887525479E-01    0.404423029053688978E+02    0.506400980223651209E+00    0.771904216329506732E-01    0.145525673881514517E+01    0.238251314827823313E+01    0.406100278127236152E+02   -0.247064365532905697E+03
    0.232650018215589810E-01    0.493055365644951493E+02    0.376875684002948574E-01    0.768005248031598670E-01    0.136845212507566094E+01    0.269479922887694512E+01    0.414102454411509626E+02   -0.247034909479668045E+03
    0.154402197460248008E-01    0.476385183122177338E+02    0.282608329185747853E+00    0.759367610541884369E-01    0.116930672831239124E+01    0.124271187334655187E+01    0.258854278205832529E+02   -0.246962422671838056E+03
    0.119220581158154242E-01    0.396941094996970207E+02    0.456164160103228477E-05    0.783997583773367451E-01    0.136456180311804842E+01    0.600402613523932316E+00    0.461467056517234724E+02   -0.246895724329526729E+03
    0.131111610367760523E-01    0.405464451690869225E+02    0.160407124453057701E-01    0.761419899648838189E-01    0.117907208264547902E+01    0.503360006446871067E+00    0.350203644173353297E+02   -0.246849990776720432E+03
    0.153466031901317076E-01    0.453403719213427507E+02    0.435345586798073558E+01    0.687565833119948566E-01    0.126750588243422335E+01    0.209980763721840358E+01    0.467513218612448398E+02   -0.246790709461633298E+03
    0.407393930906393420E-01    0.594545736047219080E+02    0.294272428570340773E-03    0.786182714949605482E-01    0.118419317545806102E+01    0.158904756443460959E+01    0.127442884217084540E+02   -0.246686034586357067E+03
    0.128532974503792492E-01    0.451670961640390942E+02    0.304472788958164653E+01    0.734844792820627535E-01    0.142543357802082804E+01    0.249344388062081013E+01    0.299973796196138736E+02   -0.246472066737917345E+03
    0.195158385248498829E-01    0.488138760823571261E+02    0.636212308125916749E-03    0.746976113876244574E-01    0.107432443470160943E+01    0.169493184574779643E+01    0.138657911085111252E+02   -0.246404466802002162E+03
    0.401817497710306309E-01    0.618470543627371612E+02    0.491042301350900264E-02    0.756981047392673856E-01    0.126980324060806393E+01    0.156310101840722715E+01    0.281978378480619476E+02   -0.246399457024414914E+03
    0.543029136225705866E-01    0.658753223772511234E+02    0.867707315034870336E-01    0.737969941533762747E-01    0.111900978591475009E+01    0.769065812976505891E+00    0.221847422138831512E+02   -0.246370944325112191E+03
    0.167933741149476970E-01    0.453554446521193668E+02    0.100150704152658244E-01    0.781270095602437931E-01    0.129598317168738753E+01    0.230294017358479985E+01    0.490708899645367467E+02   -0.246369212092650116E+03
    0.144978574866522231E-01    0.427999647149564240E+02    0.319954665560635420E-03    0.780071845913741513E-01    0.144548944685395542E+01    0.189723849901261477E+01    0.152310366094062175E+02   -0.246315035412896918E+03
    0.183007263418136362E-01    0.475087112516248169E+02    0.518180796155405575E-04    0.792091576003770698E-01    0.108233886452954375E+01    0.891850270196212436E+00    0.188501445930021845E+02   -0.246262475576146244E+03
    0.320342110460001758E-01    0.561390029641701815E+02    0.893425663165500804E-03    0.759361836320582573E-01    0.136325274096069626E+01    0.184836421476822133E+01    0.398252836467847331E+02   -0.246216145251538592E+03
    0.130866375452034032E-01    0.409387938640651683E+02    0.135507305366729693E-05    0.762197839706069830E-01    0.114391891570272874E+01    0.586799745727505928E+00    0.321982188808837648E+02   -0.246199698288079446E+03
    0.849633543903630453E-02    0.385325102091042808E+02    0.119877587038446417E-02    0.767313964960394390E-01    0.114705449486258249E+01    0.124922253084869461E+01    0.209491690035314981E+02   -0.246183940390529386E+03
    0.373801871549389597E-01    0.589356891810740819E+02    0.301456344300785407E-04    0.754379222372224545E-01    0.132123980109682759E+01    0.243629095752288594E+01    0.119964817585757437E+02   -0.246150806604709459E+03
    0.995258882767306383E-02    0.428695659810035750E+02    0.207695559730253707E-01    0.758725943714198270E-01    0.102187997437227951E+01    0.220831615702637674E+01    0.315418254519136383E+02   -0.246118722215592356E+03
    0.199896926415715388E-01    0.471329650229141279E+02    0.211518894033200068E-03    0.762562475700750420E-01    0.141877510518016869E+01    0.909000202803074475E+00    0.329088553521567206E+02   -0.246117525346322111E+03
    0.219737016823038124E-01    0.523553211182011609E+02    0.994846994849906850E-03    0.743086357846237111E-01    0.148534220234210990E+01    0.224368251982324596E+01    0.194077315836407323E+02   -0.246100872786221146E+03
    0.739689743962914596E-02    0.371014713064033614E+02    0.507248801749430066E-05    0.768971631831358582E-01    0.108785009200140670E+01    0.876056828641884278E+00    0.392079911846701705E+02   -0.246097854759337736E+03
    0.866924694479911592E-02    0.397243727117586545E+02    0.100270812132202634E-03    0.754898609598546599E-01    0.126194976950321225E+01    0.107035505793363583E+01    0.257233357670247216E+02   -0.246073484070118582E+03
    0.870601554826336277E-02    0.388371731052148661E+02    0.849612246651747004E-05    0.782969653156907336E-01    0.138733976986419627E+01    0.907209224342040765E+00    0.418371338683670047E+02   -0.246064822135311232E+03
    0.321835681151847255E-01    0.552796531683479984E+02    0.560957976130156188E+00    0.737579334858201180E-01    0.139230237064574247E+01    0.204451304324186323E+01    0.389500142485401568E+02   -0.246048438310907869E+03
    0.115629250112421963E-01    0.398861783952692832E+02    0.351959300749392942E-03    0.756319692773097657E-01    0.116632257341929524E+01    0.133562463407127763E+01    0.389751397667754560E+02   -0.246041958654514872E+03
    0.155261183620760135E-01    0.448697279319959108E+02    0.102666377016621430E-04    0.787366629816039498E-01    0.141243050490282962E+01    0.637485167049730572E+00    0.149032234880029542E+02   -0.246038720188172618E+03
    0.192799766175556636E-01    0.529305385815388689E+02    0.311294418344533041E-02    0.764850799067383069E-01    0.132665868605843373E+01    0.163257872466945231E+01    0.292656662448809648E+02   -0.245969968780014426E+03
    0.132093615528438516E-01    0.469314362669345684E+02    0.112566621851424033E-02    0.744787715674752326E-01    0.141241873740612389E+01    0.169582662824108321E+01    0.447239990073413267E+02   -0.245930161311889066E+03
    0.933934467430032854E-02    0.413207735741463438E+02    0.186247009694338501E-01    0.747737820284246901E-01    0.141355878651746547E+01    0.171827857505299075E+01    0.394433372222106868E+02   -0.245910900531149593E+03
    0.461774515429759780E-01    0.622781616521945836E+02    0.167149642854622028E-03    0.768007996201126447E-01    0.145243015438270096E+01    0.107380464030784140E+01    0.248282490985501454E+02   -0.245893233713588472E+03
