    0.710293318884805278E+39    0.503743454989239781E+00    0.133179841555451026E+04    0.193826283692645660E+02    0.878787821177803678E-02    0.462227282083018124E+09    0.136353873870862885E+01   -0.260922025684275871E+01   -0.254218620522592914E+03
    0.394900717048841565E+39    0.991276604403796280E+00    0.102875804628717360E+05    0.195969991971428321E+02    0.359563192925442662E-02    0.115906199503940153E+10    0.536274213035601632E+00   -0.235796044358796220E+01   -0.253046443815298346E+03
    0.145992052067676279E+40    0.375457505373711919E+00    0.759685515086585929E+04    0.195039487804582308E+02    0.932555766540746206E-01    0.470117595135150312E+14    0.355080797664044323E+00   -0.124913287431080389E+01   -0.249519177753954807E+03
    0.109736357254450805E+37    0.893533200273436856E+00    0.764104390629087220E+03    0.198088173468951716E+02    0.587319245087017123E-02    0.491761114658349812E+09    0.134195081675959149E+01   -0.206549803398234788E+01   -0.249096025420642945E+03
    0.292668223942246784E+39    0.599451271430273436E+00    0.258923967211557283E+05    0.219473070062712949E+02    0.122945412774087218E-01    0.707887919424660802E+09    0.481551153250991404E+00   -0.186495223734417337E+01   -0.249038608102457459E+03
    0.216364030874689565E+39    0.629957195876965526E+00    0.695428963529142266E+03    0.205102199342261962E+02    0.102500549464717150E-01    0.374798524936660409E+09    0.170625829201450330E+01   -0.348039177813541301E+01   -0.248276667225164317E+03
    0.960068353583694284E+39    0.192685295910173804E+00    0.312131485330378819E+05    0.193491683356939603E+02    0.475426562845306933E-01    0.139199680534640234E+15    0.148040693761701453E+00   -0.363932897692034230E+01   -0.247549474617475425E+03
    0.122540743861380741E+40    0.403880347173174559E+00    0.182518222485957199E+04    0.184092278665415137E+02    0.365304795337414957E-02    0.253870231071655512E+09    0.155118739798820093E+01   -0.115516510330205269E+00   -0.247495437896586111E+03
    0.340496570217166071E+37    0.868116997883341623E+00    0.326800422312658156E+03    0.187613665368453368E+02    0.632462755414479535E-02    0.460540476108106077E+09    0.135988402982537582E+01   -0.328661336107870650E+01   -0.247492873266884033E+03
    0.184684538451401593E+39    0.871679791295836726E+00    0.886729720580879075E+04    0.224765665809759092E+02    0.579736247632667984E-02    0.371106173396547735E+09    0.113109445449931023E+01   -0.254065270199073368E+01   -0.247379562341967869E+03
    0.123602309126560216E+40    0.678647712032913297E+00    0.535282202629713538E+04    0.226805959825828829E+02    0.914558996444434641E-02    0.775985817501466751E+09    0.132889851166257400E+01   -0.376235738443105339E+01   -0.247042475067483309E+03
    0.314402161395879296E+37    0.631985418097815721E+00    0.958666926094592554E+03    0.205162904988366890E+02    0.120542670757092605E-01    0.583583102612160802E+09    0.167526839160529306E+01   -0.287095295089187763E+01   -0.247006070448713757E+03
    0.198822134236034061E+40    0.116363116196470287E+00    0.268794992440619490E+04    0.186132512630095484E+02    0.239831207118889021E-01    0.405757398395564985E+10    0.108857118567376521E+01   -0.202099837976610885E+01   -0.246999752878381230E+03
