    0.181670814058154070E+40    0.237021404964738558E+00    0.826999401110148938E+03    0.189660549355225356E+02    0.148885959980249311E-01    0.257929193231113482E+10    0.100012240998800994E+01   -0.708162192527250989E+00   -0.248265157812505095E+03
    0.192219941561876698E+40    0.394969461367872199E+00    0.224940097976429570E+05    0.210755950190969088E+02    0.439731399320502508E-02    0.377316908814924854E+13    0.163304433590633763E-01   -0.199776278912613559E+01   -0.247908446270208572E+03
    0.208000452397539231E+40    0.187945247493458256E+00    0.590365193080219615E+04    0.188216405756734169E+02    0.242731912704785731E-01    0.234278291804399033E+11    0.668909581673991172E+00   -0.351607752924245665E+01   -0.247609483929559019E+03
    0.187377715876372399E+40    0.241083505454295133E+00    0.188327986484125795E+05    0.187441839909048369E+02    0.976149627086910811E-02    0.214766142447516022E+11    0.263136341682211672E+00   -0.190456993149761256E+01   -0.247198573386706812E+03
    0.123314539435996624E+40    0.313167856140445233E+00    0.134410083398082061E+05    0.200016958217362095E+02    0.131210352328522892E-01    0.562313417131899452E+10    0.599880403079308122E+00   -0.197694997540950079E+01   -0.247103680224840048E+03
    0.138618890694074219E+40    0.387402633367162130E+00    0.291422834488601666E+04    0.199882216893944644E+02    0.112532096526030464E-01    0.162881270272573900E+10    0.107246610668485132E+01   -0.193775884551336364E+01   -0.247093668417522508E+03
    0.177041423854748052E+40    0.174075420912779305E+00    0.343843841901272026E+04    0.198021162115345639E+02    0.155949651494444418E-01    0.274760111875756025E+10    0.980457488421143886E+00   -0.444650686575544241E+00   -0.247030242396004979E+03
    0.306563251269463854E+40    0.220821787251487350E+00    0.107922626860504442E+05    0.217848970214146185E+02    0.308098738587705041E-01    0.113183170481357208E+12    0.475478398131805036E+00   -0.295854207518628654E+01   -0.246922129723995624E+03
    0.210175925232689172E+40    0.296585731038594980E+00    0.168340137991410265E+05    0.195208277783819497E+02    0.979362472166217350E-02    0.677522333785572510E+11    0.252731414504623830E+00   -0.673437756034096058E+00   -0.246647948090791999E+03
    0.233489515428163180E+40    0.496760376493803474E-01    0.489667188081193217E+04    0.199432127760693660E+02    0.482558511735526469E-01    0.269043314796475906E+11    0.765700447422867470E+00   -0.247258167935621970E+00   -0.246523752455517183E+03
    0.187660614061059934E+40    0.239174332943396351E+00    0.112613876518149959E+04    0.202698344877709751E+02    0.203238331614257577E-01    0.647929744448096752E+10    0.906540833730128504E+00   -0.217742627486550910E+01   -0.246464610079564949E+03
    0.276290211173683997E+40    0.291130835148807776E+00    0.142394363569598336E+05    0.214658182878653214E+02    0.188834002045536013E-01    0.203580048218079620E+12    0.341931932439859532E+00   -0.961370385900870539E+00   -0.246236215051481196E+03
    0.174967276085905625E+40    0.389743710785148134E+00    0.231240136314620395E+05    0.210831450347530733E+02    0.497864550667913904E-02    0.211771440012509308E+11    0.654737511728255839E-01   -0.360234217053304917E+01   -0.246168028703133189E+03
    0.168512488429464792E+40    0.341944900339454849E+00    0.429236975552276544E+04    0.199402117982191136E+02    0.801789609020224676E-02    0.101215076689834201E+10    0.107024671151540351E+01   -0.491146934973076432E+00   -0.246167911806469505E+03
    0.155778809086644559E+40    0.367218054535180749E+00    0.143225741927531067E+04    0.204062015209552783E+02    0.595978738884482290E-02    0.370196364898248971E+09    0.145551738925283636E+01   -0.375237490757625580E+00   -0.246156143440106462E+03
    0.208478435103064445E+40    0.126362855970000049E+00    0.321944057173132614E+04    0.197053107187739371E+02    0.327605593550777396E-01    0.210597959279335594E+11    0.753169894176273558E+00   -0.319474579204913756E+01   -0.246138100922481840E+03
    0.157858224565838329E+40    0.252476113711416039E+00    0.163843936305615061E+05    0.204457806095603338E+02    0.132979964361712999E-01    0.320198586562864685E+11    0.350421185839246863E+00   -0.304036761580399117E+01   -0.246025730463210152E+03
    0.173675005526248348E+40    0.256456152032581208E+00    0.437764502552814349E+03    0.208367190396465745E+02    0.145688739789702048E-01    0.246248707953660536E+10    0.101047591751018428E+01   -0.605583361895934313E+00   -0.245998617719449726E+03
    0.999568596576501999E+39    0.365660540956289803E+00    0.131117274658009546E+04    0.180962804065549392E+02    0.142574839597795801E-01    0.207259196909971094E+10    0.107475321082273201E+01   -0.230267627045988377E+01   -0.245990181163936199E+03
    0.175162960425283650E+40    0.299486403737763196E+00    0.798110435725090701E+04    0.189298335343067201E+02    0.119288729955555027E-01    0.314183349204404736E+10    0.783181894329730399E+00   -0.307548146676369427E+01   -0.245927116563578323E+03
    0.303979506144110303E+40    0.248419433790026317E+00    0.145737982384282022E+05    0.216952922257837102E+02    0.167657305321053662E-01    0.119269162708921066E+12    0.321026643205161721E+00   -0.187282648374030658E+01   -0.245773885571004598E+03
    0.690361704618575576E+40    0.367398334854684427E+00    0.886534250666751905E+04    0.228301452173136887E+02    0.111030249752577526E-01    0.157125519722660136E+10    0.924525734358383589E+00   -0.243534540480709394E+01   -0.245746798724911940E+03
    0.318990874735862122E+40    0.440786668557321473E-01    0.812166250052686883E+04    0.206706826422374803E+02    0.509098366612637743E+00    0.325920243831037598E+13    0.629192306742095364E+00   -0.266168842659588201E+01   -0.245466479615831418E+03
    0.740589667177620597E+40    0.214111745984160440E+00    0.125304129211042800E+04    0.227923094176460062E+02    0.221546775622489776E-01    0.349014716587950468E+10    0.105478848153357263E+01   -0.243461083794954281E+01   -0.245450698103828728E+03
    0.183853409638837771E+40    0.191686364902612955E+00    0.283877833393540823E+04    0.201801243653424862E+02    0.318850213762144064E-01    0.172981283236205101E+11    0.795394397215375193E+00   -0.153695725787594872E+01   -0.245448701772352194E+03
    0.166371414398636472E+40    0.204416000204761777E+00    0.410842875293633710E+03    0.180872755848362772E+02    0.261782747055618256E-01    0.635972102785294628E+10    0.963217432419626207E+00   -0.168455101805128371E+01   -0.245430301760236460E+03
    0.417812509090794453E+40    0.281781349403323333E+00    0.471860254726066887E+04    0.222486554064148159E+02    0.146176001821817780E-01    0.467077140317124462E+10    0.827560154076536825E+00   -0.283743532407072552E+01   -0.245421133581358532E+03
    0.318239557485884615E+40    0.889557400130236847E-01    0.945975605780368278E+04    0.212426551567733739E+02    0.438752125360130030E+00    0.324146065378025488E+13    0.604852898140455508E+00   -0.948101499566925465E+00   -0.245362437372595480E+03
    0.449104180770448243E+40    0.168008563814170370E+00    0.786641322542215948E+04    0.217326685830251840E+02    0.215194129336394341E+00    0.245334145366113916E+13    0.551041593089787951E+00   -0.242771483607928973E+01   -0.245334597000413765E+03
    0.176193493728443066E+40    0.261391609902734579E+00    0.306974377363909355E+03    0.200778531925498207E+02    0.185972135349672385E-01    0.279289864560595417E+10    0.108220042033766739E+01   -0.381619468148354457E+01   -0.245323589205326300E+03
    0.394304367908058660E+40    0.241577269466009992E+00    0.671458693978561678E+04    0.218866956510725323E+02    0.163647646963526044E-01    0.150522813551177292E+11    0.598533524852816412E+00   -0.193464824660199275E+01   -0.245251110805558369E+03
    0.118677355146388242E+40    0.386373794593887432E+00    0.131107914363943109E+04    0.206343455864902268E+02    0.129880466769636306E-01    0.162939703658479285E+10    0.110748657548396690E+01   -0.355035158051274413E+01   -0.245223039450166596E+03
