    0.197081867117139525E+40    0.200595185243151591E+00    0.120328752118153716E+05    0.202880700019215112E+02    0.296004409646667355E+00    0.192229742052790312E+14    0.450654736282760260E+00   -0.280238172380894035E+01   -0.250909406996149642E+03
    0.272745327094681574E+40    0.139869416754259235E+00    0.805724461425936533E+04    0.207134816307247327E+02    0.374091078519358453E-01    0.702566622928916321E+11    0.585630372399161381E+00   -0.270562250606549615E+01   -0.248532539520141171E+03
    0.263137409584539719E+40    0.167940178723295030E+00    0.130820972342515088E+05    0.206615572038220598E+02    0.636844404822299870E+00    0.511879419518377875E+15    0.400404563194270868E+00   -0.304909956008745819E+01   -0.248430291378675179E+03
    0.181804869470792372E+40    0.206368513648806789E+00    0.126719193654686369E+05    0.182247798607918021E+02    0.818682868148486592E-01    0.127881344129109912E+13    0.441953676555966402E+00   -0.206817001524277222E+01   -0.248129613741412356E+03
    0.520918710737034703E+40    0.114177372212143968E+00    0.729091401425048389E+04    0.220499412256350311E+02    0.195219187856950332E+00    0.119575405350902563E+13    0.585012848963500143E+00   -0.153689730277432601E+01   -0.248082688651445125E+03
    0.428569612721500530E+40    0.189157122455006627E+00    0.986147706152534010E+04    0.218022313195959505E+02    0.308744184512586783E+00    0.301114698570374297E+14    0.451846201319060170E+00   -0.214590660963524327E+01   -0.248048523542368542E+03
    0.165833354868880184E+40    0.309444356066994553E+00    0.832683436459193763E+04    0.202009405391828913E+02    0.120671020406786633E-01    0.785277706858881187E+10    0.609063264201169963E+00   -0.179558736924338014E+01   -0.248029165837910995E+03
    0.156283504675554396E+40    0.270162671012692535E+00    0.269639745632970562E+04    0.181250787478920152E+02    0.113438534540217049E-01    0.178555255733592629E+10    0.100114137705270179E+01   -0.297131755522466068E+00   -0.247868271819340293E+03
    0.243256966882245531E+40    0.240116019891276011E+00    0.132033857443488359E+05    0.212769077638377055E+02    0.150575658765707884E-01    0.166970878280869503E+11    0.478626819215442867E+00   -0.759640779444415326E+00   -0.247491854779506866E+03
    0.336570677541835568E+40    0.261659978822770756E+00    0.117485013449950929E+05    0.217113556510189731E+02    0.117838509319296708E-01    0.183734864920127754E+11    0.438208073688146238E+00   -0.389662595352797902E+01   -0.247432859533265855E+03
